onset	duration	sample	value	response_type	response_time
0.73828125	n/a	189	rt	n/a	n/a
1.4296875	n/a	366	nontarget	correct	0.41016
1.83984375	n/a	471	rt	correct	0.41016
2.5	n/a	640	target	correct	n/a
3.9765625	n/a	1018	nontarget	correct	0.42969
4.40625	n/a	1128	rt	correct	0.42969
5.05859375	n/a	1295	nontarget	correct	0.39062
5.44921875	n/a	1395	rt	correct	0.39062
6.125	n/a	1568	target	correct	n/a
7.60546875	n/a	1947	nontarget	correct	0.31641
7.921875	n/a	2028	rt	correct	0.31641
8.671875	n/a	2220	nontarget	correct	0.42578
9.09765625	n/a	2329	rt	correct	0.42578
9.75	n/a	2496	nontarget	correct	0.46875
10.21875	n/a	2616	rt	correct	0.46875
11.23046875	n/a	2875	nontarget	correct	0.44922
11.6796875	n/a	2990	rt	correct	0.44922
12.3125	n/a	3152	nontarget	correct	0.47656
12.7890625	n/a	3274	rt	correct	0.47656
13.79296875	n/a	3531	nontarget	correct	0.36328
14.15625	n/a	3624	rt	correct	0.36328
14.859375	n/a	3804	target	correct	n/a
16.3359375	n/a	4182	nontarget	correct	0.28906
16.625	n/a	4256	rt	correct	0.28906
17.40625	n/a	4456	nontarget	correct	0.26172
17.66796875	n/a	4523	rt	correct	0.26172
18.47265625	n/a	4729	nontarget	correct	0.26953
18.7421875	n/a	4798	rt	correct	0.26953
19.5390625	n/a	5002	nontarget	correct	0.30078
19.83984375	n/a	5079	rt	correct	0.30078
20.60546875	n/a	5275	nontarget	correct	0.28125
20.88671875	n/a	5347	rt	correct	0.28125
21.68359375	n/a	5551	nontarget	correct	0.25781
21.94140625	n/a	5617	rt	correct	0.25781
22.75	n/a	5824	nontarget	correct	0.32031
23.0703125	n/a	5906	rt	correct	0.32031
23.81640625	n/a	6097	target	correct	n/a
25.296875	n/a	6476	nontarget	correct	0.31641
25.61328125	n/a	6557	rt	correct	0.31641
26.36328125	n/a	6749	nontarget	correct	0.26953
26.6328125	n/a	6818	rt	correct	0.26953
27.4453125	n/a	7026	nontarget	correct	0.26172
27.70703125	n/a	7093	rt	correct	0.26172
28.51171875	n/a	7299	target	incorrect	0.25781
28.76953125	n/a	7365	rt	incorrect	0.25781
29.578125	n/a	7572	nontarget	correct	0.20312
29.78125	n/a	7624	rt	correct	0.20312
30.64453125	n/a	7845	nontarget	correct	0.28906
30.93359375	n/a	7919	rt	correct	0.28906
31.7109375	n/a	8118	nontarget	correct	0.36719
32.078125	n/a	8212	rt	correct	0.36719
32.77734375	n/a	8391	nontarget	correct	0.36328
33.140625	n/a	8484	rt	correct	0.36328
33.84375	n/a	8664	nontarget	correct	0.32422
34.16796875	n/a	8747	rt	correct	0.32422
34.91015625	n/a	8937	target	correct	n/a
36.40234375	n/a	9319	nontarget	correct	0.32812
36.73046875	n/a	9403	rt	correct	0.32812
37.47265625	n/a	9593	target	incorrect	0.26172
37.734375	n/a	9660	rt	incorrect	0.26172
38.5390625	n/a	9866	nontarget	correct	0.54297
39.08203125	n/a	10005	rt	correct	0.54297
40.015625	n/a	10244	nontarget	correct	0.32422
40.33984375	n/a	10327	rt	correct	0.32422
41.0859375	n/a	10518	nontarget	correct	0.41016
41.49609375	n/a	10623	rt	correct	0.41016
42.15234375	n/a	10791	nontarget	correct	0.40625
42.55859375	n/a	10895	rt	correct	0.40625
43.21875	n/a	11064	nontarget	correct	0.36719
43.5859375	n/a	11158	rt	correct	0.36719
44.28515625	n/a	11337	nontarget	correct	0.39453
44.6796875	n/a	11438	rt	correct	0.39453
45.3515625	n/a	11610	target	correct	n/a
46.83203125	n/a	11989	nontarget	correct	0.50781
47.33984375	n/a	12119	rt	correct	0.50781
48.30859375	n/a	12367	nontarget	correct	0.29688
48.60546875	n/a	12443	rt	correct	0.29688
49.390625	n/a	12644	nontarget	correct	0.32031
49.7109375	n/a	12726	rt	correct	0.32031
50.45703125	n/a	12917	nontarget	correct	0.27734
50.734375	n/a	12988	rt	correct	0.27734
51.5234375	n/a	13190	nontarget	correct	0.37109
51.89453125	n/a	13285	rt	correct	0.37109
52.58984375	n/a	13463	nontarget	correct	0.39453
52.984375	n/a	13564	rt	correct	0.39453
53.65625	n/a	13736	target	correct	n/a
55.13671875	n/a	14115	nontarget	correct	0.28516
55.421875	n/a	14188	rt	correct	0.28516
56.203125	n/a	14388	nontarget	correct	0.28516
56.48828125	n/a	14461	rt	correct	0.28516
57.2578125	n/a	14658	nontarget	correct	0.30469
57.5625	n/a	14736	rt	correct	0.30469
58.32421875	n/a	14931	nontarget	correct	0.39062
58.71484375	n/a	15031	rt	correct	0.39062
59.390625	n/a	15204	nontarget	correct	0.33594
59.7265625	n/a	15290	rt	correct	0.33594
60.45703125	n/a	15477	nontarget	correct	0.34766
60.8046875	n/a	15566	rt	correct	0.34766
61.5234375	n/a	15750	nontarget	correct	0.36719
61.890625	n/a	15844	rt	correct	0.36719
62.60546875	n/a	16027	nontarget	correct	0.375
62.98046875	n/a	16123	rt	correct	0.375
